MothersQualification,FathersQualification,MothersOccupation,FathersOccupation,CurricularUnits1stSemCredited,CurricularUnits1stSemEnrolled,CurricularUnits1stSemEvaluations,CurricularUnits1stSemApproved,CurricularUnits1stSemGrade,CurricularUnits2ndSemCredited,CurricularUnits2ndSemEnrolled,CurricularUnits2ndSemEvaluations,CurricularUnits2ndSemApproved,CurricularUnits2ndSemGrade
1.357142857142857,0.5757575757575758,0.17857142857142855,0.17500000000000002,0.0,0.23076923076923078,0.13333333333333333,0.23076923076923078,0.6666666666666666,0.0,0.2608695652173913,0.21212121212121213,0.25,0.7777777777777777
0.6785714285714285,1.1515151515151516,0.3214285714285714,0.225,0.0,0.3076923076923077,0.17777777777777778,0.2692307692307693,0.7222222222222222,0.0,0.34782608695652173,0.24242424242424243,0.35000000000000003,0.7222222222222222
0.6785714285714285,1.1212121212121213,0.14285714285714285,0.225,0.0,0.23076923076923078,0.13333333333333333,0.0,0.0,0.0,0.2608695652173913,0.0,0.0,0.0
0.03571428571428571,0.030303030303030304,0.14285714285714285,0.17500000000000002,0.0,0.23076923076923078,0.15555555555555556,0.23076923076923078,0.5555555555555556,0.0,0.2608695652173913,0.24242424242424243,0.25,0.611111111111111
1.357142857142857,1.1212121212121213,0.17857142857142855,0.125,0.0,0.19230769230769232,0.15555555555555556,0.15384615384615385,0.7222222222222222,0.0,0.21739130434782608,0.15151515151515152,0.25,0.6666666666666666
0.6785714285714285,1.1212121212121213,0.3214285714285714,0.07500000000000001,0.0,0.23076923076923078,0.13333333333333333,0.19230769230769232,0.7222222222222222,0.0,0.2608695652173913,0.21212121212121213,0.0,0.0
0.6785714285714285,0.030303030303030304,0.17857142857142855,0.1,0.0,0.2692307692307693,0.17777777777777778,0.2692307692307693,0.7222222222222222,0.0,0.34782608695652173,0.24242424242424243,0.4,0.7777777777777777
0.10714285714285714,0.5757575757575758,0.10714285714285714,0.125,0.0,0.19230769230769232,0.17777777777777778,0.15384615384615385,0.6666666666666666,0.0,0.21739130434782608,0.24242424242424243,0.2,0.6666666666666666
0.03571428571428571,0.030303030303030304,0.3214285714285714,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6785714285714285,0.5757575757575758,0.03571428571428571,0.025,0.0,0.3076923076923077,0.26666666666666666,0.2692307692307693,0.6666666666666666,0.0,0.34782608695652173,0.36363636363636365,0.35000000000000003,0.6666666666666666
0.03571428571428571,1.1515151515151516,0.14285714285714285,0.17500000000000002,0.0,0.23076923076923078,0.17777777777777778,0.23076923076923078,0.7222222222222222,0.0,0.2608695652173913,0.21212121212121213,0.30000000000000004,0.6666666666666666
0.6785714285714285,0.5757575757575758,0.10714285714285714,0.17500000000000002,0.0,0.2692307692307693,0.17777777777777778,0.23076923076923078,0.7222222222222222,0.0,0.34782608695652173,0.2727272727272727,0.35000000000000003,0.7777777777777777
0.6785714285714285,1.1515151515151516,0.25,0.2,0.0,0.23076923076923078,0.2,0.23076923076923078,0.611111111111111,0.0,0.2608695652173913,0.2727272727272727,0.30000000000000004,0.7222222222222222
0.6785714285714285,0.030303030303030304,0.3214285714285714,0.225,0.0,0.19230769230769232,0.13333333333333333,0.19230769230769232,0.6666666666666666,0.0,0.21739130434782608,0.18181818181818182,0.25,0.6666666666666666
1.5,0.09090909090909091,4.464285714285714,3.1,0.1,0.23076923076923078,0.15555555555555556,0.23076923076923078,0.6666666666666666,0.0,0.2608695652173913,0.2727272727272727,0.2,0.7222222222222222
0.6785714285714285,0.030303030303030304,0.3214285714285714,0.125,0.0,0.23076923076923078,0.13333333333333333,0.23076923076923078,0.6666666666666666,0.0,0.2608695652173913,0.24242424242424243,0.30000000000000004,0.7777777777777777
0.07142857142857142,1.1212121212121213,0.10714285714285714,0.225,0.0,0.19230769230769232,0.13333333333333333,0.19230769230769232,0.6666666666666666,0.0,0.21739130434782608,0.2727272727272727,0.25,0.7222222222222222
1.357142857142857,1.1212121212121213,0.3214285714285714,0.15000000000000002,0.0,0.2692307692307693,0.15555555555555556,0.0,0.0,0.0,0.30434782608695654,0.21212121212121213,0.05,0.5555555555555556
1.2142857142857142,1.1212121212121213,0.0,0.0,0.0,0.19230769230769232,0.0,0.0,0.0,0.0,0.21739130434782608,0.0,0.0,0.0
1.3214285714285714,1.1212121212121213,0.21428571428571427,0.15000000000000002,0.0,0.19230769230769232,0.22222222222222224,0.038461538461538464,0.5555555555555556,0.0,0.21739130434782608,0.24242424242424243,0.1,0.6666666666666666
0.6785714285714285,0.5757575757575758,0.3214285714285714,0.07500000000000001,0.0,0.19230769230769232,0.17777777777777778,0.19230769230769232,0.611111111111111,0.0,0.21739130434782608,0.15151515151515152,0.25,0.611111111111111
0.14285714285714285,0.12121212121212122,0.10714285714285714,0.15000000000000002,0.1,0.23076923076923078,0.2888888888888889,0.11538461538461539,0.611111111111111,0.05263157894736842,0.2608695652173913,0.33333333333333337,0.15000000000000002,0.6666666666666666
0.10714285714285714,0.09090909090909091,0.07142857142857142,0.05,0.0,0.23076923076923078,0.13333333333333333,0.15384615384615385,0.6666666666666666,0.0,0.21739130434782608,0.15151515151515152,0.0,0.0
0.10714285714285714,0.5757575757575758,0.07142857142857142,0.17500000000000002,0.0,0.19230769230769232,0.11111111111111112,0.19230769230769232,0.7777777777777777,0.0,0.21739130434782608,0.15151515151515152,0.25,0.8333333333333333
0.03571428571428571,0.09090909090909091,0.07142857142857142,0.05,0.0,0.2692307692307693,0.2,0.19230769230769232,0.7222222222222222,0.0,0.34782608695652173,0.2727272727272727,0.35000000000000003,0.7777777777777777
0.03571428571428571,1.1515151515151516,0.17857142857142855,0.125,0.0,0.23076923076923078,0.15555555555555556,0.15384615384615385,0.7222222222222222,0.0,0.2608695652173913,0.21212121212121213,0.25,0.7222222222222222
1.3214285714285714,1.1212121212121213,0.3214285714285714,0.225,0.0,0.19230769230769232,0.0,0.0,0.0,0.0,0.21739130434782608,0.0,0.0,0.0
0.6785714285714285,0.5757575757575758,0.3214285714285714,0.225,0.0,0.23076923076923078,0.13333333333333333,0.23076923076923078,0.611111111111111,0.0,0.2608695652173913,0.24242424242424243,0.25,0.7222222222222222
1.3214285714285714,0.5757575757575758,0.25,0.17500000000000002,0.0,0.2692307692307693,0.17777777777777778,0.23076923076923078,0.7222222222222222,0.0,0.34782608695652173,0.2727272727272727,0.35000000000000003,0.7222222222222222
0.03571428571428571,0.5757575757575758,0.3214285714285714,0.225,0.15000000000000002,0.23076923076923078,0.13333333333333333,0.23076923076923078,0.611111111111111,0.10526315789473684,0.2608695652173913,0.21212121212121213,0.30000000000000004,0.7222222222222222
1.3214285714285714,1.1515151515151516,0.3214285714285714,0.225,0.0,0.23076923076923078,0.15555555555555556,0.19230769230769232,0.6666666666666666,0.0,0.2608695652173913,0.21212121212121213,0.30000000000000004,0.6666666666666666
0.6785714285714285,1.1515151515151516,0.3214285714285714,0.17500000000000002,0.0,0.23076923076923078,0.13333333333333333,0.23076923076923078,0.7222222222222222,0.0,0.2608695652173913,0.18181818181818182,0.30000000000000004,0.7777777777777777
1.3214285714285714,1.1212121212121213,3.214285714285714,2.25,0.0,0.19230769230769232,0.15555555555555556,0.19230769230769232,0.7777777777777777,0.0,0.21739130434782608,0.15151515151515152,0.25,0.8333333333333333
1.357142857142857,1.1515151515151516,0.3214285714285714,0.225,0.0,0.19230769230769232,0.26666666666666666,0.19230769230769232,0.5555555555555556,0.0,0.21739130434782608,0.30303030303030304,0.25,0.611111111111111
0.03571428571428571,0.5757575757575758,0.17857142857142855,0.125,0.0,0.2692307692307693,0.2,0.2692307692307693,0.7222222222222222,0.0,0.34782608695652173,0.30303030303030304,0.4,0.7222222222222222
0.03571428571428571,0.09090909090909091,0.14285714285714285,0.07500000000000001,0.0,0.23076923076923078,0.22222222222222224,0.0,0.0,0.0,0.2608695652173913,0.18181818181818182,0.0,0.0
0.10714285714285714,0.09090909090909091,0.07142857142857142,0.05,0.0,0.23076923076923078,0.2,0.19230769230769232,0.7222222222222222,0.2631578947368421,0.4782608695652174,0.3939393939393939,0.5,0.6666666666666666
1.357142857142857,1.1515151515151516,0.25,0.25,0.0,0.3076923076923077,0.17777777777777778,0.3076923076923077,0.7777777777777777,0.0,0.34782608695652173,0.24242424242424243,0.4,0.7777777777777777
0.6785714285714285,0.5757575757575758,0.3214285714285714,0.225,0.0,0.2692307692307693,0.17777777777777778,0.23076923076923078,0.7222222222222222,0.0,0.34782608695652173,0.36363636363636365,0.35000000000000003,0.6666666666666666
0.6785714285714285,0.030303030303030304,0.3214285714285714,0.225,0.15000000000000002,0.23076923076923078,0.15555555555555556,0.23076923076923078,0.6666666666666666,0.10526315789473684,0.2608695652173913,0.21212121212121213,0.30000000000000004,0.6666666666666666
0.03571428571428571,0.030303030303030304,0.17857142857142855,0.125,0.1,0.2692307692307693,0.22222222222222224,0.19230769230769232,0.611111111111111,0.05263157894736842,0.34782608695652173,0.30303030303030304,0.25,0.611111111111111
0.6785714285714285,0.5757575757575758,0.17857142857142855,0.07500000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6785714285714285,1.1212121212121213,0.3214285714285714,0.225,0.0,0.23076923076923078,0.17777777777777778,0.23076923076923078,0.6666666666666666,0.0,0.2608695652173913,0.21212121212121213,0.30000000000000004,0.6666666666666666
0.03571428571428571,1.1515151515151516,0.25,0.17500000000000002,0.0,0.19230769230769232,0.17777777777777778,0.19230769230769232,0.611111111111111,0.0,0.21739130434782608,0.30303030303030304,0.2,0.5555555555555556
1.3214285714285714,0.5757575757575758,0.2857142857142857,0.1,0.0,0.2692307692307693,0.17777777777777778,0.2692307692307693,0.611111111111111,0.0,0.34782608695652173,0.24242424242424243,0.4,0.7222222222222222
0.6785714285714285,0.5757575757575758,0.17857142857142855,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.357142857142857,1.1212121212121213,0.17857142857142855,0.17500000000000002,0.0,0.23076923076923078,0.26666666666666666,0.11538461538461539,0.611111111111111,0.0,0.2608695652173913,0.36363636363636365,0.05,0.6666666666666666
1.357142857142857,1.1515151515151516,0.3214285714285714,0.225,0.0,0.23076923076923078,0.17777777777777778,0.23076923076923078,0.6666666666666666,0.0,0.2608695652173913,0.33333333333333337,0.15000000000000002,0.6666666666666666
0.6785714285714285,0.5757575757575758,0.14285714285714285,0.17500000000000002,0.0,0.19230769230769232,0.17777777777777778,0.11538461538461539,0.5555555555555556,0.0,0.21739130434782608,0.33333333333333337,0.15000000000000002,0.5555555555555556
0.6785714285714285,1.1212121212121213,0.25,0.17500000000000002,0.0,0.23076923076923078,0.17777777777777778,0.15384615384615385,0.5555555555555556,0.0,0.2608695652173913,0.33333333333333337,0.05,0.611111111111111
0.03571428571428571,0.5757575757575758,0.3214285714285714,0.2,0.0,0.23076923076923078,0.13333333333333333,0.23076923076923078,0.7222222222222222,0.0,0.2608695652173913,0.18181818181818182,0.30000000000000004,0.7222222222222222
1.357142857142857,1.1212121212121213,0.3214285714285714,0.225,0.0,0.2692307692307693,0.15555555555555556,0.2692307692307693,0.7777777777777777,0.0,0.34782608695652173,0.2727272727272727,0.4,0.8333333333333333
1.3214285714285714,1.1212121212121213,0.3214285714285714,0.15000000000000002,0.0,0.23076923076923078,0.17777777777777778,0.23076923076923078,0.6666666666666666,0.0,0.2608695652173913,0.18181818181818182,0.30000000000000004,0.611111111111111
0.6785714285714285,0.5757575757575758,0.3214285714285714,0.225,0.0,0.23076923076923078,0.17777777777777778,0.19230769230769232,0.6666666666666666,0.0,0.2608695652173913,0.21212121212121213,0.25,0.6666666666666666
0.10714285714285714,0.09090909090909091,0.07142857142857142,0.05,0.0,0.038461538461538464,0.022222222222222223,0.0,0.0,0.0,0.21739130434782608,0.0,0.0,0.0
0.10714285714285714,0.09090909090909091,0.14285714285714285,0.05,0.30000000000000004,0.46153846153846156,0.37777777777777777,0.23076923076923078,0.6666666666666666,0.3684210526315789,0.5217391304347826,0.42424242424242425,0.5,0.7222222222222222
1.3214285714285714,1.1212121212121213,0.3214285714285714,0.15000000000000002,0.0,0.23076923076923078,0.15555555555555556,0.23076923076923078,0.611111111111111,0.0,0.2608695652173913,0.33333333333333337,0.25,0.611111111111111
1.3214285714285714,1.1515151515151516,0.3214285714285714,0.17500000000000002,0.0,0.3076923076923077,0.17777777777777778,0.2692307692307693,0.7222222222222222,0.0,0.34782608695652173,0.24242424242424243,0.35000000000000003,0.7222222222222222
0.03571428571428571,0.5757575757575758,0.14285714285714285,0.125,0.0,0.19230769230769232,0.15555555555555556,0.15384615384615385,0.5555555555555556,0.0,0.21739130434782608,0.21212121212121213,0.25,0.611111111111111
0.6785714285714285,1.1515151515151516,0.14285714285714285,0.0,0.0,0.23076923076923078,0.2,0.23076923076923078,0.5555555555555556,0.0,0.2608695652173913,0.18181818181818182,0.25,0.611111111111111
0.03571428571428571,0.030303030303030304,0.14285714285714285,0.25,0.0,0.2692307692307693,0.4,0.0,0.0,0.0,0.30434782608695654,0.21212121212121213,0.0,0.0
0.6785714285714285,0.030303030303030304,0.3214285714285714,0.225,0.0,0.23076923076923078,0.13333333333333333,0.23076923076923078,0.7777777777777777,0.0,0.2608695652173913,0.18181818181818182,0.30000000000000004,0.7222222222222222
0.03571428571428571,0.030303030303030304,0.14285714285714285,0.1,0.0,0.23076923076923078,0.15555555555555556,0.07692307692307693,0.6666666666666666,0.0,0.2608695652173913,0.18181818181818182,0.0,0.0
1.3214285714285714,1.0303030303030303,0.0,0.0,0.0,0.23076923076923078,0.26666666666666666,0.11538461538461539,0.6666666666666666,0.0,0.2608695652173913,0.42424242424242425,0.0,0.0
1.3214285714285714,0.5757575757575758,0.3214285714285714,0.225,0.1,0.3076923076923077,0.24444444444444446,0.3076923076923077,0.611111111111111,0.0,0.2608695652173913,0.21212121212121213,0.30000000000000004,0.6666666666666666
1.3214285714285714,0.030303030303030304,0.17857142857142855,0.125,0.0,0.23076923076923078,0.13333333333333333,0.23076923076923078,0.7222222222222222,0.0,0.2608695652173913,0.18181818181818182,0.30000000000000004,0.7222222222222222
1.3214285714285714,1.1212121212121213,0.25,0.17500000000000002,0.0,0.2692307692307693,0.15555555555555556,0.2692307692307693,0.7222222222222222,0.0,0.34782608695652173,0.2727272727272727,0.4,0.7777777777777777
0.10714285714285714,0.09090909090909091,0.07142857142857142,0.05,0.0,0.2692307692307693,0.22222222222222224,0.15384615384615385,0.611111111111111,0.0,0.30434782608695654,0.21212121212121213,0.0,0.0
1.357142857142857,1.1515151515151516,0.3214285714285714,0.225,0.35000000000000003,0.38461538461538464,0.26666666666666666,0.3076923076923077,0.6666666666666666,0.21052631578947367,0.3913043478260869,0.42424242424242425,0.25,0.7222222222222222
0.03571428571428571,0.030303030303030304,0.3214285714285714,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3214285714285714,1.1212121212121213,0.21428571428571427,0.125,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.2608695652173913,0.0,0.0,0.0
1.3214285714285714,1.1212121212121213,0.3214285714285714,0.15000000000000002,0.65,0.6923076923076923,0.4222222222222222,0.6923076923076923,0.7777777777777777,0.5263157894736842,0.5652173913043478,0.42424242424242425,0.65,0.7777777777777777
0.6785714285714285,0.5757575757575758,0.3214285714285714,0.17500000000000002,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.2608695652173913,0.0,0.0,0.0
0.10714285714285714,0.030303030303030304,0.07142857142857142,0.2,0.2,0.38461538461538464,0.26666666666666666,0.38461538461538464,0.7222222222222222,0.2631578947368421,0.4782608695652174,0.33333333333333337,0.55,0.6666666666666666
1.3214285714285714,1.1515151515151516,0.14285714285714285,0.17500000000000002,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.2608695652173913,0.0,0.0,0.0
0.03571428571428571,0.030303030303030304,0.14285714285714285,0.1,0.0,0.23076923076923078,0.33333333333333337,0.15384615384615385,0.7777777777777777,0.0,0.2608695652173913,0.5151515151515151,0.2,0.7222222222222222
0.10714285714285714,0.12121212121212122,0.14285714285714285,0.07500000000000001,0.1,0.2692307692307693,0.2,0.23076923076923078,0.7222222222222222,0.0,0.30434782608695654,0.30303030303030304,0.25,0.6666666666666666
1.3214285714285714,1.1212121212121213,0.21428571428571427,0.17500000000000002,0.0,0.23076923076923078,0.17777777777777778,0.23076923076923078,0.7222222222222222,0.0,0.2608695652173913,0.18181818181818182,0.30000000000000004,0.8333333333333333
0.6785714285714285,0.5757575757575758,0.3214285714285714,0.225,0.0,0.19230769230769232,0.13333333333333333,0.19230769230769232,0.7222222222222222,0.0,0.21739130434782608,0.15151515151515152,0.25,0.6666666666666666
0.03571428571428571,1.1515151515151516,0.14285714285714285,0.17500000000000002,0.0,0.23076923076923078,0.13333333333333333,0.23076923076923078,0.6666666666666666,0.0,0.2608695652173913,0.21212121212121213,0.30000000000000004,0.6666666666666666
1.3214285714285714,1.1212121212121213,0.3214285714285714,0.225,0.0,0.2692307692307693,0.15555555555555556,0.23076923076923078,0.6666666666666666,0.0,0.30434782608695654,0.21212121212121213,0.30000000000000004,0.6666666666666666
1.3214285714285714,1.1515151515151516,0.3214285714285714,0.17500000000000002,0.0,0.19230769230769232,0.26666666666666666,0.19230769230769232,0.7222222222222222,0.0,0.21739130434782608,0.18181818181818182,0.25,0.611111111111111
0.07142857142857142,0.5757575757575758,0.14285714285714285,0.125,0.0,0.19230769230769232,0.11111111111111112,0.19230769230769232,0.6666666666666666,0.0,0.21739130434782608,0.15151515151515152,0.25,0.7777777777777777
0.03571428571428571,0.030303030303030304,0.14285714285714285,0.125,0.0,0.23076923076923078,0.26666666666666666,0.11538461538461539,0.611111111111111,0.0,0.2608695652173913,0.36363636363636365,0.1,0.611111111111111
0.6785714285714285,0.5757575757575758,0.3214285714285714,0.17500000000000002,0.0,0.19230769230769232,0.17777777777777778,0.19230769230769232,0.5555555555555556,0.0,0.21739130434782608,0.2727272727272727,0.2,0.611111111111111
0.10714285714285714,0.5757575757575758,0.07142857142857142,0.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.357142857142857,1.1515151515151516,0.3214285714285714,0.225,0.0,0.19230769230769232,0.11111111111111112,0.19230769230769232,0.6666666666666666,0.0,0.21739130434782608,0.15151515151515152,0.25,0.7777777777777777
0.6785714285714285,1.1515151515151516,0.14285714285714285,0.17500000000000002,0.0,0.23076923076923078,0.33333333333333337,0.23076923076923078,0.7777777777777777,0.0,0.2608695652173913,0.3939393939393939,0.30000000000000004,0.6666666666666666
0.03571428571428571,0.030303030303030304,0.14285714285714285,0.125,0.0,0.2692307692307693,0.26666666666666666,0.19230769230769232,0.6666666666666666,0.0,0.30434782608695654,0.0,0.0,0.0
1.3214285714285714,1.1212121212121213,0.3214285714285714,0.225,0.05,0.23076923076923078,0.15555555555555556,0.23076923076923078,0.7777777777777777,0.05263157894736842,0.2608695652173913,0.5151515151515151,0.25,0.7222222222222222
0.03571428571428571,1.1818181818181819,0.17857142857142855,0.07500000000000001,0.0,0.23076923076923078,0.15555555555555556,0.23076923076923078,0.7222222222222222,0.0,0.2608695652173913,0.18181818181818182,0.30000000000000004,0.7222222222222222
0.03571428571428571,1.1212121212121213,0.2857142857142857,0.225,0.0,0.2692307692307693,0.15555555555555556,0.2692307692307693,0.7222222222222222,0.0,0.34782608695652173,0.2727272727272727,0.4,0.8333333333333333
0.6785714285714285,0.5757575757575758,0.17857142857142855,0.2,0.0,0.2692307692307693,0.2,0.2692307692307693,0.7222222222222222,0.0,0.34782608695652173,0.2727272727272727,0.35000000000000003,0.7222222222222222
1.3214285714285714,1.1212121212121213,0.3214285714285714,0.225,0.0,0.23076923076923078,0.13333333333333333,0.23076923076923078,0.6666666666666666,0.0,0.2608695652173913,0.18181818181818182,0.30000000000000004,0.7222222222222222
0.03571428571428571,0.5757575757575758,0.14285714285714285,0.2,0.0,0.19230769230769232,0.15555555555555556,0.19230769230769232,0.6666666666666666,0.0,0.21739130434782608,0.15151515151515152,0.25,0.7777777777777777
0.03571428571428571,0.5757575757575758,0.10714285714285714,0.07500000000000001,0.0,0.2692307692307693,0.17777777777777778,0.19230769230769232,0.7777777777777777,0.0,0.30434782608695654,0.21212121212121213,0.0,0.0
1.357142857142857,1.1212121212121213,0.3214285714285714,0.17500000000000002,0.25,0.34615384615384615,0.33333333333333337,0.34615384615384615,0.611111111111111,0.10526315789473684,0.30434782608695654,0.24242424242424243,0.35000000000000003,0.611111111111111
0.03571428571428571,1.1515151515151516,0.10714285714285714,0.225,0.0,0.23076923076923078,0.15555555555555556,0.19230769230769232,0.6666666666666666,0.0,0.2608695652173913,0.2727272727272727,0.2,0.6666666666666666
0.6785714285714285,0.5757575757575758,0.17857142857142855,0.125,0.0,0.19230769230769232,0.15555555555555556,0.15384615384615385,0.6666666666666666,0.0,0.21739130434782608,0.15151515151515152,0.2,0.611111111111111
0.03571428571428571,0.030303030303030304,5.035714285714286,4.375,0.0,0.23076923076923078,0.13333333333333333,0.23076923076923078,0.7777777777777777,0.0,0.2608695652173913,0.18181818181818182,0.30000000000000004,0.7777777777777777
0.6785714285714285,0.030303030303030304,0.14285714285714285,0.2,0.0,0.2692307692307693,0.17777777777777778,0.2692307692307693,0.9444444444444444,0.0,0.34782608695652173,0.24242424242424243,0.4,0.9444444444444444
1.3214285714285714,1.1212121212121213,0.3214285714285714,0.225,0.0,0.2692307692307693,0.15555555555555556,0.23076923076923078,0.6666666666666666,0.0,0.30434782608695654,0.21212121212121213,0.30000000000000004,0.6666666666666666
0.6785714285714285,0.030303030303030304,0.14285714285714285,0.1,0.0,0.23076923076923078,0.17777777777777778,0.23076923076923078,0.6666666666666666,0.0,0.2608695652173913,0.30303030303030304,0.25,0.6666666666666666
0.03571428571428571,0.36363636363636365,0.3214285714285714,0.25,0.0,0.23076923076923078,0.15555555555555556,0.23076923076923078,0.611111111111111,0.0,0.2608695652173913,0.18181818181818182,0.30000000000000004,0.611111111111111
0.6785714285714285,0.5757575757575758,0.3214285714285714,0.17500000000000002,0.0,0.2692307692307693,0.22222222222222224,0.2692307692307693,0.7222222222222222,0.0,0.34782608695652173,0.33333333333333337,0.4,0.6666666666666666
1.3214285714285714,1.1515151515151516,0.17857142857142855,0.15000000000000002,0.0,0.23076923076923078,0.22222222222222224,0.19230769230769232,0.6666666666666666,0.0,0.2608695652173913,0.2727272727272727,0.25,0.5555555555555556
0.42857142857142855,0.5757575757575758,0.3214285714285714,0.225,0.0,0.19230769230769232,0.22222222222222224,0.0,0.0,0.0,0.21739130434782608,0.30303030303030304,0.0,0.0
0.03571428571428571,1.1212121212121213,0.3214285714285714,0.25,0.0,0.23076923076923078,0.17777777777777778,0.19230769230769232,0.611111111111111,0.0,0.2608695652173913,0.36363636363636365,0.15000000000000002,0.611111111111111
0.10714285714285714,0.5757575757575758,0.07142857142857142,0.25,0.0,0.19230769230769232,0.22222222222222224,0.19230769230769232,0.7222222222222222,0.0,0.21739130434782608,0.2727272727272727,0.25,0.7777777777777777
0.03571428571428571,0.5757575757575758,0.3214285714285714,0.225,0.0,0.2692307692307693,0.17777777777777778,0.23076923076923078,0.7222222222222222,0.0,0.34782608695652173,0.2727272727272727,0.35000000000000003,0.7777777777777777
0.03571428571428571,1.1515151515151516,0.14285714285714285,0.17500000000000002,0.0,0.19230769230769232,0.13333333333333333,0.19230769230769232,0.6666666666666666,0.0,0.21739130434782608,0.18181818181818182,0.25,0.7222222222222222
1.3214285714285714,1.1212121212121213,0.3214285714285714,0.225,0.0,0.23076923076923078,0.15555555555555556,0.23076923076923078,0.7222222222222222,0.0,0.2608695652173913,0.24242424242424243,0.25,0.611111111111111
0.10714285714285714,1.1212121212121213,0.07142857142857142,0.125,0.0,0.23076923076923078,0.22222222222222224,0.11538461538461539,0.6666666666666666,0.0,0.2608695652173913,0.36363636363636365,0.15000000000000002,0.5555555555555556
1.357142857142857,1.1212121212121213,0.21428571428571427,0.15000000000000002,0.0,0.23076923076923078,0.17777777777777778,0.23076923076923078,0.6666666666666666,0.0,0.2608695652173913,0.30303030303030304,0.2,0.611111111111111
1.357142857142857,1.1515151515151516,0.3214285714285714,0.225,0.0,0.19230769230769232,0.11111111111111112,0.19230769230769232,0.5555555555555556,0.0,0.21739130434782608,0.15151515151515152,0.25,0.611111111111111
0.03571428571428571,1.1212121212121213,0.25,0.225,0.0,0.23076923076923078,0.17777777777777778,0.23076923076923078,0.6666666666666666,0.0,0.2608695652173913,0.21212121212121213,0.30000000000000004,0.611111111111111
0.6785714285714285,0.030303030303030304,0.3214285714285714,0.25,0.0,0.23076923076923078,0.22222222222222224,0.15384615384615385,0.611111111111111,0.0,0.2608695652173913,0.2727272727272727,0.30000000000000004,0.611111111111111
0.03571428571428571,0.5757575757575758,0.21428571428571427,0.2,0.0,0.23076923076923078,0.24444444444444446,0.19230769230769232,0.611111111111111,0.0,0.2608695652173913,0.2727272727272727,0.25,0.6666666666666666
0.6785714285714285,0.030303030303030304,0.14285714285714285,0.025,0.0,0.23076923076923078,0.13333333333333333,0.23076923076923078,0.7222222222222222,0.0,0.2608695652173913,0.2727272727272727,0.30000000000000004,0.7222222222222222
0.6785714285714285,1.1212121212121213,0.3214285714285714,0.17500000000000002,0.0,0.2692307692307693,0.2,0.2692307692307693,0.6666666666666666,0.0,0.34782608695652173,0.36363636363636365,0.35000000000000003,0.6666666666666666
